CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,Current Affairs,General Science,Total,Test Rank,Group Rank,Percentage
4152,,,,,124,GK Final 2019,40,75,115,44,0,35.938
4159,,,,,124,GK Final 2019,31,77,108,47,0,33.75
4165,,,,,124,GK Final 2019,55,50,105,50,0,32.812
4173,,,,,124,GK Final 2019,26,48,74,75,0,23.125
4177,,,,,124,GK Final 2019,25,50,75,74,0,23.438
4185,,,,,124,GK Final 2019,35,40,75,74,0,23.438
4196,,,,,124,GK Final 2019,96,105,201,4,0,62.812
4197,,,,,124,GK Final 2019,-5,30,25,91,0,7.812
4199,,,,,124,GK Final 2019,55,75,130,36,0,40.625
4202,,,,,124,GK Final 2019,58,58,116,43,0,36.25
4204,,,,,124,GK Final 2019,39,57,96,56,0,30
4207,,,,,124,GK Final 2019,4,12,16,92,0,5
4210,,,,,124,GK Final 2019,40,40,80,70,0,25
4213,,,,,124,GK Final 2019,42,61,103,52,0,32.188
4214,,,,,124,GK Final 2019,-4,20,16,92,0,5
4216,,,,,124,GK Final 2019,20,40,60,80,0,18.75
4217,,,,,124,GK Final 2019,0,40,40,87,0,12.5
4218,,,,,124,GK Final 2019,43,48,91,60,0,28.438
4242,,,,,124,GK Final 2019,34,55,89,62,0,27.812
4245,,,,,124,GK Final 2019,55,80,135,34,0,42.188
4247,,,,,124,GK Final 2019,45,71,116,43,0,36.25
4248,,,,,124,GK Final 2019,25,55,80,70,0,25
4250,,,,,124,GK Final 2019,11,15,26,90,0,8.125
4252,,,,,124,GK Final 2019,74,69,143,30,0,44.688
4256,,,,,124,GK Final 2019,70,65,135,34,0,42.188
4259,,,,,124,GK Final 2019,10,0,10,93,0,3.125
4273,,,,,124,GK Final 2019,29,48,77,73,0,24.062
4277,,,,,124,GK Final 2019,49,79,128,37,0,40
4279,,,,,124,GK Final 2019,55,50,105,50,0,32.812
4280,,,,,124,GK Final 2019,35,55,90,61,0,28.125
4295,,,,,124,GK Final 2019,38,72,110,46,0,34.375
4315,,,,,124,GK Final 2019,77,67,144,29,0,45
4328,,,,,124,GK Final 2019,0,10,10,93,0,3.125
4330,,,,,124,GK Final 2019,16,66,82,68,0,25.625
4331,,,,,124,GK Final 2019,95,97,192,7,0,60
4333,,,,,124,GK Final 2019,40,75,115,44,0,35.938
4352,,,,,124,GK Final 2019,25,24,49,85,0,15.312
4360,,,,,124,GK Final 2019,73,95,168,10,0,52.5
4364,,,,,124,GK Final 2019,61,80,141,31,0,44.062
4383,,,,,124,GK Final 2019,40,70,110,46,0,34.375
4391,,,,,124,GK Final 2019,72,80,152,23,0,47.5
4394,,,,,124,GK Final 2019,52,67,119,42,0,37.188
4403,,,,,124,GK Final 2019,66,36,102,53,0,31.875
4409,,,,,124,GK Final 2019,68,63,131,35,0,40.938
4414,,,,,124,GK Final 2019,21,74,95,57,0,29.688
4415,,,,,124,GK Final 2019,31,57,88,63,0,27.5
4417,,,,,124,GK Final 2019,54,90,144,29,0,45
4421,,,,,124,GK Final 2019,40,40,80,70,0,25
4426,,,,,124,GK Final 2019,25,60,85,65,0,26.562
4430,,,,,124,GK Final 2019,35,45,80,70,0,25
4436,,,,,124,GK Final 2019,62,64,126,39,0,39.375
4457,,,,,124,GK Final 2019,41,66,107,48,0,33.438
4463,,,,,124,GK Final 2019,87,75,162,15,0,50.625
4498,,,,,124,GK Final 2019,31,68,99,55,0,30.938
4499,,,,,124,GK Final 2019,60,70,130,36,0,40.625
4504,,,,,124,GK Final 2019,24,21,45,86,0,14.062
4508,,,,,124,GK Final 2019,30,51,81,69,0,25.312
4519,,,,,124,GK Final 2019,55,68,123,40,0,38.438
4520,,,,,124,GK Final 2019,5,30,35,88,0,10.938
4524,,,,,124,GK Final 2019,83,73,156,19,0,48.75
4559,,,,,124,GK Final 2019,55,75,130,36,0,40.625
4561,,,,,124,GK Final 2019,25,55,80,70,0,25
4569,,,,,124,GK Final 2019,55,57,112,45,0,35
4570,,,,,124,GK Final 2019,15,65,80,70,0,25
4571,,,,,124,GK Final 2019,15,55,70,76,0,21.875
4572,,,,,124,GK Final 2019,20,40,60,80,0,18.75
4574,,,,,124,GK Final 2019,45,20,65,77,0,20.312
4576,,,,,124,GK Final 2019,5,55,60,80,0,18.75
4586,,,,,124,GK Final 2019,60,90,150,25,0,46.875
4587,,,,,124,GK Final 2019,60,60,120,41,0,37.5
4592,,,,,124,GK Final 2019,38,46,84,66,0,26.25
4593,,,,,124,GK Final 2019,42,32,74,75,0,23.125
4595,,,,,124,GK Final 2019,77,77,154,21,0,48.125
4597,,,,,124,GK Final 2019,47,32,79,71,0,24.688
4608,,,,,124,GK Final 2019,70,65,135,34,0,42.188
4616,,,,,124,GK Final 2019,39,52,91,60,0,28.438
4640,,,,,124,GK Final 2019,55,75,130,36,0,40.625
4647,,,,,124,GK Final 2019,25,50,75,74,0,23.438
4665,,,,,124,GK Final 2019,38,64,102,53,0,31.875
4672,,,,,124,GK Final 2019,60,70,130,36,0,40.625
4690,,,,,124,GK Final 2019,73,81,154,21,0,48.125
4692,,,,,124,GK Final 2019,35,40,75,74,0,23.438
4695,,,,,124,GK Final 2019,101,105,206,2,0,64.375
4698,,,,,124,GK Final 2019,82,72,154,21,0,48.125
4699,,,,,124,GK Final 2019,17,47,64,78,0,20
4702,,,,,124,GK Final 2019,50,96,146,27,0,45.625
4704,,,,,124,GK Final 2019,25,85,110,46,0,34.375
4718,,,,,124,GK Final 2019,67,86,153,22,0,47.812
4720,,,,,124,GK Final 2019,67,68,135,34,0,42.188
4726,,,,,124,GK Final 2019,35,40,75,74,0,23.438
4727,,,,,124,GK Final 2019,3,46,49,85,0,15.312
4730,,,,,124,GK Final 2019,28,57,85,65,0,26.562
4737,,,,,124,GK Final 2019,92,105,197,6,0,61.562
4747,,,,,124,GK Final 2019,75,85,160,17,0,50
4749,,,,,124,GK Final 2019,33,50,83,67,0,25.938
4752,,,,,124,GK Final 2019,35,75,110,46,0,34.375
4753,,,,,124,GK Final 2019,23,38,61,79,0,19.062
4765,,,,,124,GK Final 2019,70,76,146,27,0,45.625
4766,,,,,124,GK Final 2019,45,71,116,43,0,36.25
4768,,,,,124,GK Final 2019,20,30,50,84,0,15.625
4775,,,,,124,GK Final 2019,25,50,75,74,0,23.438
4780,,,,,124,GK Final 2019,99,99,198,5,0,61.875
4782,,,,,124,GK Final 2019,57,94,151,24,0,47.188
4785,,,,,124,GK Final 2019,45,70,115,44,0,35.938
4787,,,,,124,GK Final 2019,40,70,110,46,0,34.375
4790,,,,,124,GK Final 2019,30,45,75,74,0,23.438
4793,,,,,124,GK Final 2019,84,91,175,8,0,54.688
4801,,,,,124,GK Final 2019,67,84,151,24,0,47.188
4804,,,,,124,GK Final 2019,30,25,55,81,0,17.188
4805,,,,,124,GK Final 2019,40,90,130,36,0,40.625
4807,,,,,124,GK Final 2019,20,35,55,81,0,17.188
4813,,,,,124,GK Final 2019,37,49,86,64,0,26.875
4816,,,,,124,GK Final 2019,20,35,55,81,0,17.188
4818,,,,,124,GK Final 2019,34,67,101,54,0,31.562
4828,,,,,124,GK Final 2019,90,47,137,33,0,42.812
4829,,,,,124,GK Final 2019,50,65,115,44,0,35.938
4830,,,,,124,GK Final 2019,35,25,60,80,0,18.75
4863,,,,,124,GK Final 2019,58,105,163,14,0,50.938
4864,,,,,124,GK Final 2019,1,52,53,83,0,16.562
4873,,,,,124,GK Final 2019,32,22,54,82,0,16.875
4875,,,,,124,GK Final 2019,20,50,70,76,0,21.875
4887,,,,,124,GK Final 2019,69,92,161,16,0,50.312
4888,,,,,124,GK Final 2019,30,65,95,57,0,29.688
4891,,,,,124,GK Final 2019,63,98,161,16,0,50.312
4894,,,,,124,GK Final 2019,59,61,120,41,0,37.5
4896,,,,,124,GK Final 2019,30,20,50,84,0,15.625
4903,,,,,124,GK Final 2019,40,53,93,59,0,29.062
4917,,,,,124,GK Final 2019,58,82,140,32,0,43.75
4932,,,,,124,GK Final 2019,82,82,164,13,0,51.25
4946,,,,,124,GK Final 2019,35,60,95,57,0,29.688
4952,,,,,124,GK Final 2019,55,20,75,74,0,23.438
4956,,,,,124,GK Final 2019,73,84,157,18,0,49.062
4957,,,,,124,GK Final 2019,64,85,149,26,0,46.562
4973,,,,,124,GK Final 2019,65,50,115,44,0,35.938
4996,,,,,124,GK Final 2019,25,40,65,77,0,20.312
4997,,,,,124,GK Final 2019,75,94,169,9,0,52.812
5023,,,,,124,GK Final 2019,50,41,91,60,0,28.438
5032,,,,,124,GK Final 2019,44,60,104,51,0,32.5
5035,,,,,124,GK Final 2019,70,95,165,12,0,51.562
5036,,,,,124,GK Final 2019,44,44,88,63,0,27.5
5047,,,,,124,GK Final 2019,64,81,145,28,0,45.312
5051,,,,,124,GK Final 2019,40,15,55,81,0,17.188
5052,,,,,124,GK Final 2019,60,95,155,20,0,48.438
5078,,,,,124,GK Final 2019,35,60,95,57,0,29.688
5089,,,,,124,GK Final 2019,30,35,65,77,0,20.312
5093,,,,,124,GK Final 2019,0,55,55,81,0,17.188
5096,,,,,124,GK Final 2019,5,30,35,88,0,10.938
5097,,,,,124,GK Final 2019,24,66,90,61,0,28.125
5102,,,,,124,GK Final 2019,52,91,143,30,0,44.688
5123,,,,,124,GK Final 2019,70,96,166,11,0,51.875
5150,,,,,124,GK Final 2019,29,56,85,65,0,26.562
5151,,,,,124,GK Final 2019,33,62,95,57,0,29.688
5154,,,,,124,GK Final 2019,51,55,106,49,0,33.125
5168,,,,,124,GK Final 2019,56,75,131,35,0,40.938
5180,,,,,124,GK Final 2019,66,87,153,22,0,47.812
5197,,,,,124,GK Final 2019,60,75,135,34,0,42.188
5205,,,,,124,GK Final 2019,91,111,202,3,0,63.125
5209,,,,,124,GK Final 2019,47,81,128,37,0,40
5216,,,,,124,GK Final 2019,0,31,31,89,0,9.688
