CANDIDATE ID	CANDIDATE NAME	FATHER	GROUP	OTHER	Test ID	Test	Current Affairs	General Science	Total	Test Rank	Group Rank	Percentage
510					116	GK18	40	40	80	63	0	20
511					116	GK18	20	65	85	58	0	21.25
513					116	GK18	30	82	112	33	0	28
514					116	GK18	25	70	95	48	0	23.75
516					116	GK18	51	86	137	10	0	34.25
517					116	GK18	35	61	96	47	0	24
518					116	GK18	55	80	135	11	0	33.75
523					116	GK18	40	75	115	30	0	28.75
528					116	GK18	10	55	65	78	0	16.25
530					116	GK18	20	60	80	63	0	20
531					116	GK18	53	73	126	19	0	31.5
532					116	GK18	15	30	45	98	0	11.25
534					116	GK18	24	44	68	75	0	17
535					116	GK18	37	80	117	28	0	29.25
536					116	GK18	20	5	25	115	0	6.25
537					116	GK18	10	10	20	119	0	5
540					116	GK18	5	50	55	88	0	13.75
541					116	GK18	55	60	115	30	0	28.75
545					116	GK18	5	50	55	88	0	13.75
548					116	GK18	23	62	85	58	0	21.25
549					116	GK18	6	32	38	104	0	9.5
551					116	GK18	23	79	102	41	0	25.5
553					116	GK18	64	58	122	23	0	30.5
554					116	GK18	22	55	77	66	0	19.25
556					116	GK18	0	80	80	63	0	20
558					116	GK18	19	50	69	74	0	17.25
563					116	GK18	20	45	65	78	0	16.25
564					116	GK18	5	45	50	93	0	12.5
565					116	GK18	20	30	50	93	0	12.5
566					116	GK18	35	45	80	63	0	20
570					116	GK18	27	68	95	48	0	23.75
571					116	GK18	61	72	133	13	0	33.25
573					116	GK18	30	10	40	102	0	10
575					116	GK18	5	35	40	102	0	10
576					116	GK18	0	30	30	110	0	7.5
581					116	GK18	20	55	75	68	0	18.75
582					116	GK18	10	30	40	102	0	10
583					116	GK18	35	31	66	77	0	16.5
585					116	GK18	15	45	60	83	0	15
586					116	GK18	25	15	40	102	0	10
587					116	GK18	61	100	161	3	0	40.25
611					116	GK18	41	45	86	57	0	21.5
612					116	GK18	31	44	75	68	0	18.75
613					116	GK18	16	30	46	97	0	11.5
614					116	GK18	-5	20	15	123	0	3.75
615					116	GK18	9	16	25	115	0	6.25
616					116	GK18	14	7	21	118	0	5.25
617					116	GK18	31	45	76	67	0	19
618					116	GK18	8	28	36	106	0	9
619					116	GK18	18	39	57	86	0	14.25
620					116	GK18	10	9	19	120	0	4.75
621					116	GK18	30	50	80	63	0	20
622					116	GK18	-10	18	8	130	0	2
623					116	GK18	15	18	33	108	0	8.25
624					116	GK18	0	25	25	115	0	6.25
628					116	GK18	34	68	102	41	0	25.5
630					116	GK18	2	21	23	117	0	5.75
631					116	GK18	5	5	10	128	0	2.5
632					116	GK18	45	70	115	30	0	28.75
633					116	GK18	12	34	46	97	0	11.5
634					116	GK18	34	63	97	46	0	24.25
635					116	GK18	22	25	47	96	0	11.75
636					116	GK18	46	41	87	56	0	21.75
641					116	GK18	20	45	65	78	0	16.25
643					116	GK18	25	25	50	93	0	12.5
644					116	GK18	-10	10	0	136	0	0
645					116	GK18	5	-9	-4	140	0	0
647					116	GK18	23	17	40	102	0	10
661					116	GK18	23	14	37	105	0	9.25
662					116	GK18	-15	13	-2	138	0	0
664					116	GK18	20	55	75	68	0	18.75
665					116	GK18	29	69	98	45	0	24.5
666					116	GK18	32	52	84	59	0	21
667					116	GK18	38	39	77	66	0	19.25
669					116	GK18	29	70	99	44	0	24.75
670					116	GK18	45	27	72	71	0	18
676					116	GK18	8	66	74	69	0	18.5
678					116	GK18	-2	0	-2	138	0	0
682					116	GK18	5	20	25	115	0	6.25
683					116	GK18	29	63	92	51	0	23
684					116	GK18	25	30	55	88	0	13.75
685					116	GK18	35	60	95	48	0	23.75
686					116	GK18	20	50	70	73	0	17.5
687					116	GK18	28	39	67	76	0	16.75
693					116	GK18	40	50	90	53	0	22.5
694					116	GK18	9	33	42	100	0	10.5
707					116	GK18	20	45	65	78	0	16.25
710					116	GK18	15	46	61	82	0	15.25
712					116	GK18	50	60	110	35	0	27.5
717					116	GK18	15	16	31	109	0	7.75
719					116	GK18	-3	30	27	113	0	6.75
721					116	GK18	15	10	25	115	0	6.25
724					116	GK18	25	77	102	41	0	25.5
726					116	GK18	35	65	100	43	0	25
728					116	GK18	25	95	120	25	0	30
729					116	GK18	33	69	102	41	0	25.5
744					116	GK18	30	85	115	30	0	28.75
747					116	GK18	19	54	73	70	0	18.25
755					116	GK18	30	30	60	83	0	15
758					116	GK18	16	59	75	68	0	18.75
760					116	GK18	1	43	44	99	0	11
763					116	GK18	44	76	120	25	0	30
768					116	GK18	59	57	116	29	0	29
770					116	GK18	45	61	106	38	0	26.5
771					116	GK18	-7	42	35	107	0	8.75
776					116	GK18	41	70	111	34	0	27.75
777					116	GK18	33	56	89	54	0	22.25
780					116	GK18	40	79	119	26	0	29.75
783					116	GK18	33	72	105	39	0	26.25
785					116	GK18	20	45	65	78	0	16.25
789					116	GK18	45	51	96	47	0	24
790					116	GK18	20	40	60	83	0	15
792					116	GK18	48	84	132	14	0	33
794					116	GK18	30	62	92	51	0	23
799					116	GK18	12	24	36	106	0	9
803					116	GK18	17	-5	12	126	0	3
812					116	GK18	40	61	101	42	0	25.25
813					116	GK18	60	45	105	39	0	26.25
817					116	GK18	32	76	108	36	0	27
818					116	GK18	9	27	36	106	0	9
819					116	GK18	51	44	95	48	0	23.75
823					116	GK18	40	70	110	35	0	27.5
827					116	GK18	25	20	45	98	0	11.25
830					116	GK18	-15	20	5	133	0	1.25
835					116	GK18	15	70	85	58	0	21.25
840					116	GK18	22	25	47	96	0	11.75
841					116	GK18	25	35	60	83	0	15
842					116	GK18	15	35	50	93	0	12.5
843					116	GK18	7	4	11	127	0	2.75
844					116	GK18	35	25	60	83	0	15
846					116	GK18	35	65	100	43	0	25
849					116	GK18	16	46	62	81	0	15.5
850					116	GK18	40	55	95	48	0	23.75
852					116	GK18	35	55	90	53	0	22.5
884					116	GK18	20	50	70	73	0	17.5
886					116	GK18	40	60	100	43	0	25
887					116	GK18	46	56	102	41	0	25.5
888					116	GK18	-5	17	12	126	0	3
889					116	GK18	30	26	56	87	0	14
892					116	GK18	15	42	57	86	0	14.25
894					116	GK18	65	65	130	16	0	32.5
895					116	GK18	40	45	85	58	0	21.25
898					116	GK18	55	40	95	48	0	23.75
905					116	GK18	5	15	20	119	0	5
908					116	GK18	35	25	60	83	0	15
920					116	GK18	14	24	38	104	0	9.5
923					116	GK18	66	35	101	42	0	25.25
925					116	GK18	20	21	41	101	0	10.25
926					116	GK18	35	50	85	58	0	21.25
927					116	GK18	20	55	75	68	0	18.75
928					116	GK18	22	77	99	44	0	24.75
929					116	GK18	34	64	98	45	0	24.5
930					116	GK18	25	30	55	88	0	13.75
931					116	GK18	20	45	65	78	0	16.25
935					116	GK18	30	25	55	88	0	13.75
936					116	GK18	20	40	60	83	0	15
937					116	GK18	20	55	75	68	0	18.75
939					116	GK18	20	45	65	78	0	16.25
942					116	GK18	15	-19	-4	140	0	0
943					116	GK18	46	50	96	47	0	24
945					116	GK18	39	28	67	76	0	16.75
950					116	GK18	30	40	70	73	0	17.5
953					116	GK18	40	45	85	58	0	21.25
954					116	GK18	26	30	56	87	0	14
955					116	GK18	55	67	122	23	0	30.5
956					116	GK18	35	25	60	83	0	15
957					116	GK18	15	29	44	99	0	11
958					116	GK18	40	30	70	73	0	17.5
959					116	GK18	58	55	113	32	0	28.25
960					116	GK18	30	80	110	35	0	27.5
962					116	GK18	53	58	111	34	0	27.75
964					116	GK18	48	49	97	46	0	24.25
965					116	GK18	-5	45	40	102	0	10
967					116	GK18	25	50	75	68	0	18.75
968					116	GK18	-4	12	8	130	0	2
971					116	GK18	25	25	50	93	0	12.5
972					116	GK18	-10	40	30	110	0	7.5
973					116	GK18	15	10	25	115	0	6.25
974					116	GK18	25	40	65	78	0	16.25
976					116	GK18	25	65	90	53	0	22.5
977					116	GK18	25	45	70	73	0	17.5
980					116	GK18	5	28	33	108	0	8.25
982					116	GK18	31	20	51	92	0	12.75
983					116	GK18	-5	26	21	118	0	5.25
984					116	GK18	-15	20	5	133	0	1.25
985					116	GK18	30	75	105	39	0	26.25
988					116	GK18	20	60	80	63	0	20
989					116	GK18	51	41	92	51	0	23
991					116	GK18	2	64	66	77	0	16.5
995					116	GK18	15	50	65	78	0	16.25
996					116	GK18	40	25	65	78	0	16.25
1001					116	GK18	29	10	39	103	0	9.75
1002					116	GK18	25	60	85	58	0	21.25
1003					116	GK18	30	45	75	68	0	18.75
1004					116	GK18	20	35	55	88	0	13.75
1005					116	GK18	25	40	65	78	0	16.25
1006					116	GK18	41	55	96	47	0	24
1007					116	GK18	20	15	35	107	0	8.75
1009					116	GK18	14	33	47	96	0	11.75
1011					116	GK18	20	-15	5	133	0	1.25
1013					116	GK18	12	5	17	122	0	4.25
1014					116	GK18	34	51	85	58	0	21.25
1016					116	GK18	55	70	125	20	0	31.25
1017					116	GK18	30	59	89	54	0	22.25
1019					116	GK18	30	35	65	78	0	16.25
1020					116	GK18	25	90	115	30	0	28.75
1021					116	GK18	15	50	65	78	0	16.25
1022					116	GK18	55	60	115	30	0	28.75
1023					116	GK18	30	20	50	93	0	12.5
1024					116	GK18	35	50	85	58	0	21.25
1025					116	GK18	15	16	31	109	0	7.75
1027					116	GK18	33	51	84	59	0	21
1029					116	GK18	15	52	67	76	0	16.75
1032					116	GK18	13	38	51	92	0	12.75
1036					116	GK18	6	25	31	109	0	7.75
1038					116	GK18	-5	40	35	107	0	8.75
1039					116	GK18	5	47	52	91	0	13
1040					116	GK18	5	40	45	98	0	11.25
1041					116	GK18	-1	29	28	112	0	7
1044					116	GK18	55	60	115	30	0	28.75
1048					116	GK18	20	35	55	88	0	13.75
1049					116	GK18	10	45	55	88	0	13.75
1053					116	GK18	30	47	77	66	0	19.25
1055					116	GK18	16	28	44	99	0	11
1056					116	GK18	25	75	100	43	0	25
1058					116	GK18	9	37	46	97	0	11.5
1060					116	GK18	27	31	58	85	0	14.5
1062					116	GK18	30	16	46	97	0	11.5
1063					116	GK18	-13	73	60	83	0	15
1065					116	GK18	40	20	60	83	0	15
1067					116	GK18	15	15	30	110	0	7.5
1068					116	GK18	50	61	111	34	0	27.75
1073					116	GK18	40	25	65	78	0	16.25
1077					116	GK18	3	63	66	77	0	16.5
1078					116	GK18	36	48	84	59	0	21
1079					116	GK18	18	69	87	56	0	21.75
1081					116	GK18	5	50	55	88	0	13.75
1083					116	GK18	25	25	50	93	0	12.5
1088					116	GK18	15	45	60	83	0	15
1090					116	GK18	45	75	120	25	0	30
1094					116	GK18	14	65	79	64	0	19.75
1096					116	GK18	23	58	81	62	0	20.25
1097					116	GK18	0	30	30	110	0	7.5
1099					116	GK18	1	50	51	92	0	12.75
1101					116	GK18	-5	25	20	119	0	5
1103					116	GK18	7	58	65	78	0	16.25
1104					116	GK18	5	30	35	107	0	8.75
1106					116	GK18	13	49	62	81	0	15.5
