CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,sub_Verbal Ability,sub_Current Affairs,sub_General Science,sub_Numerical Ability,sub_Social Science,Total,Test Rank,Group Rank,Percentage
1806269,,,,,127,CS2020,,,,,,78,,,
1806568,,,,,127,CS2020,,,,,,78,,,
1807394,,,,,127,CS2020,,,,,,78,,,
1807166,,,,,127,CS2020,,,,,,78,,,
1806498,,,,,127,CS2020,,,,,,78,,,
1806427,,,,,127,CS2020,,,,,,76,,,
1807413,,,,,127,CS2020,,,,,,76,,,
1806465,,,,,127,CS2020,,,,,,76,,,
1807192,,,,,127,CS2020,,,,,,76,,,
1806516,,,,,127,CS2020,,,,,,76,,,
1807213,,,,,127,CS2020,,,,,,76,,,
1806876,,,,,127,CS2020,,,,,,76,,,
1807378,,,,,127,CS2020,,,,,,74,,,
1807181,,,,,127,CS2020,,,,,,74,,,
1807228,,,,,127,CS2020,,,,,,74,,,
1807417,,,,,127,CS2020,,,,,,74,,,
1807207,,,,,127,CS2020,,,,,,74,,,
1806430,,,,,127,CS2020,,,,,,74,,,
1806459,,,,,127,CS2020,,,,,,74,,,
1807367,,,,,127,CS2020,,,,,,74,,,
1807434,,,,,127,CS2020,,,,,,74,,,
1807430,,,,,127,CS2020,,,,,,74,,,
1807441,,,,,127,CS2020,,,,,,74,,,
1807554,,,,,127,CS2020,,,,,,74,,,
1807249,,,,,127,CS2020,,,,,,74,,,
1806488,,,,,127,CS2020,,,,,,74,,,
1806435,,,,,127,CS2020,,,,,,74,,,
1807211,,,,,127,CS2020,,,,,,74,,,
1806450,,,,,127,CS2020,,,,,,72,,,
1806448,,,,,127,CS2020,,,,,,72,,,
1807410,,,,,127,CS2020,,,,,,72,,,
1806860,,,,,127,CS2020,,,,,,72,,,
1807220,,,,,127,CS2020,,,,,,72,,,
1806330,,,,,127,CS2020,,,,,,72,,,
1807234,,,,,127,CS2020,,,,,,72,,,
1807188,,,,,127,CS2020,,,,,,72,,,
1807395,,,,,127,CS2020,,,,,,72,,,
1807214,,,,,127,CS2020,,,,,,72,,,
1806372,,,,,127,CS2020,,,,,,72,,,
1806452,,,,,127,CS2020,,,,,,72,,,
1806453,,,,,127,CS2020,,,,,,72,,,
1807217,,,,,127,CS2020,,,,,,72,,,
1807308,,,,,127,CS2020,,,,,,72,,,
1807317,,,,,127,CS2020,,,,,,72,,,
1807244,,,,,127,CS2020,,,,,,72,,,
1806909,,,,,127,CS2020,,,,,,72,,,
1806569,,,,,127,CS2020,,,,,,72,,,
1807444,,,,,127,CS2020,,,,,,72,,,
1806443,,,,,127,CS2020,,,,,,70,,,
1806339,,,,,127,CS2020,,,,,,70,,,
1807252,,,,,127,CS2020,,,,,,70,,,
1806464,,,,,127,CS2020,,,,,,70,,,
1806374,,,,,127,CS2020,,,,,,70,,,
1807439,,,,,127,CS2020,,,,,,70,,,
1806449,,,,,127,CS2020,,,,,,70,,,
1807383,,,,,127,CS2020,,,,,,70,,,
1806476,,,,,127,CS2020,,,,,,70,,,
1807258,,,,,127,CS2020,,,,,,70,,,
1807355,,,,,127,CS2020,,,,,,70,,,
1806504,,,,,127,CS2020,,,,,,70,,,
1807254,,,,,127,CS2020,,,,,,70,,,
1807431,,,,,127,CS2020,,,,,,70,,,
1807195,,,,,127,CS2020,,,,,,70,,,
1806526,,,,,127,CS2020,,,,,,70,,,
1807312,,,,,127,CS2020,,,,,,70,,,
1806433,,,,,127,CS2020,,,,,,70,,,
1807150,,,,,127,CS2020,,,,,,70,,,
1806506,,,,,127,CS2020,,,,,,68,,,
1807157,,,,,127,CS2020,,,,,,68,,,
1806863,,,,,127,CS2020,,,,,,68,,,
1806862,,,,,127,CS2020,,,,,,68,,,
1807313,,,,,127,CS2020,,,,,,68,,,
1807275,,,,,127,CS2020,,,,,,68,,,
1806888,,,,,127,CS2020,,,,,,68,,,
1806890,,,,,127,CS2020,,,,,,68,,,
1806407,,,,,127,CS2020,,,,,,68,,,
1806896,,,,,127,CS2020,,,,,,68,,,
1807177,,,,,127,CS2020,,,,,,68,,,
1806482,,,,,127,CS2020,,,,,,68,,,
1807156,,,,,127,CS2020,,,,,,68,,,
1807397,,,,,127,CS2020,,,,,,68,,,
1806905,,,,,127,CS2020,,,,,,68,,,
1806440,,,,,127,CS2020,,,,,,68,,,
1806570,,,,,127,CS2020,,,,,,68,,,
1806908,,,,,127,CS2020,,,,,,68,,,
1807264,,,,,127,CS2020,,,,,,68,,,
1807386,,,,,127,CS2020,,,,,,68,,,
1807326,,,,,127,CS2020,,,,,,68,,,
1807340,,,,,127,CS2020,,,,,,68,,,
1806357,,,,,127,CS2020,,,,,,68,,,
1806527,,,,,127,CS2020,,,,,,68,,,
1806318,,,,,127,CS2020,,,,,,68,,,
1806351,,,,,127,CS2020,,,,,,68,,,
1806294,,,,,127,CS2020,,,,,,68,,,
1807335,,,,,127,CS2020,,,,,,68,,,
1807216,,,,,127,CS2020,,,,,,68,,,
1806348,,,,,127,CS2020,,,,,,66,,,
1807172,,,,,127,CS2020,,,,,,66,,,
1807406,,,,,127,CS2020,,,,,,66,,,
1807183,,,,,127,CS2020,,,,,,66,,,
1807240,,,,,127,CS2020,,,,,,66,,,
1807268,,,,,127,CS2020,,,,,,66,,,
1807381,,,,,127,CS2020,,,,,,66,,,
1807274,,,,,127,CS2020,,,,,,66,,,
1807277,,,,,127,CS2020,,,,,,66,,,
1806894,,,,,127,CS2020,,,,,,66,,,
1806895,,,,,127,CS2020,,,,,,66,,,
1807371,,,,,127,CS2020,,,,,,66,,,
1807175,,,,,127,CS2020,,,,,,66,,,
1806410,,,,,127,CS2020,,,,,,66,,,
1807373,,,,,127,CS2020,,,,,,66,,,
1806903,,,,,127,CS2020,,,,,,66,,,
1806503,,,,,127,CS2020,,,,,,66,,,
1807165,,,,,127,CS2020,,,,,,66,,,
1807432,,,,,127,CS2020,,,,,,66,,,
1807352,,,,,127,CS2020,,,,,,66,,,
1807168,,,,,127,CS2020,,,,,,66,,,
1806907,,,,,127,CS2020,,,,,,66,,,
1806567,,,,,127,CS2020,,,,,,66,,,
1807246,,,,,127,CS2020,,,,,,66,,,
1807357,,,,,127,CS2020,,,,,,66,,,
1806463,,,,,127,CS2020,,,,,,66,,,
1807209,,,,,127,CS2020,,,,,,66,,,
1807208,,,,,127,CS2020,,,,,,66,,,
1806315,,,,,127,CS2020,,,,,,66,,,
1806884,,,,,127,CS2020,,,,,,64,,,
1806425,,,,,127,CS2020,,,,,,64,,,
1807448,,,,,127,CS2020,,,,,,64,,,
1807289,,,,,127,CS2020,,,,,,64,,,
1807323,,,,,127,CS2020,,,,,,64,,,
1806456,,,,,127,CS2020,,,,,,64,,,
1807305,,,,,127,CS2020,,,,,,64,,,
1807243,,,,,127,CS2020,,,,,,64,,,
1806479,,,,,127,CS2020,,,,,,64,,,
1807351,,,,,127,CS2020,,,,,,64,,,
1806487,,,,,127,CS2020,,,,,,64,,,
1807235,,,,,127,CS2020,,,,,,64,,,
1807423,,,,,127,CS2020,,,,,,64,,,
1807427,,,,,127,CS2020,,,,,,64,,,
1806861,,,,,127,CS2020,,,,,,64,,,
1807408,,,,,127,CS2020,,,,,,64,,,
1807294,,,,,127,CS2020,,,,,,64,,,
1807384,,,,,127,CS2020,,,,,,64,,,
1807153,,,,,127,CS2020,,,,,,64,,,
1806462,,,,,127,CS2020,,,,,,64,,,
1806901,,,,,127,CS2020,,,,,,64,,,
1807349,,,,,127,CS2020,,,,,,64,,,
1806511,,,,,127,CS2020,,,,,,64,,,
1807399,,,,,127,CS2020,,,,,,64,,,
1806480,,,,,127,CS2020,,,,,,64,,,
1807404,,,,,127,CS2020,,,,,,64,,,
1807403,,,,,127,CS2020,,,,,,64,,,
1807170,,,,,127,CS2020,,,,,,64,,,
1807196,,,,,127,CS2020,,,,,,64,,,
1806297,,,,,127,CS2020,,,,,,64,,,
1807257,,,,,127,CS2020,,,,,,64,,,
1806586,,,,,127,CS2020,,,,,,64,,,
1806292,,,,,127,CS2020,,,,,,64,,,
1806881,,,,,127,CS2020,,,,,,62,,,
1807303,,,,,127,CS2020,,,,,,62,,,
1806885,,,,,127,CS2020,,,,,,62,,,
1807163,,,,,127,CS2020,,,,,,62,,,
1807332,,,,,127,CS2020,,,,,,62,,,
1807185,,,,,127,CS2020,,,,,,62,,,
1807350,,,,,127,CS2020,,,,,,62,,,
1806886,,,,,127,CS2020,,,,,,62,,,
1807293,,,,,127,CS2020,,,,,,62,,,
1807364,,,,,127,CS2020,,,,,,62,,,
1807425,,,,,127,CS2020,,,,,,62,,,
1806508,,,,,127,CS2020,,,,,,62,,,
1806365,,,,,127,CS2020,,,,,,62,,,
1807229,,,,,127,CS2020,,,,,,62,,,
1807553,,,,,127,CS2020,,,,,,62,,,
1807385,,,,,127,CS2020,,,,,,62,,,
1807353,,,,,127,CS2020,,,,,,62,,,
1807391,,,,,127,CS2020,,,,,,62,,,
1806477,,,,,127,CS2020,,,,,,62,,,
1807284,,,,,127,CS2020,,,,,,62,,,
1806575,,,,,127,CS2020,,,,,,62,,,
1807368,,,,,127,CS2020,,,,,,62,,,
1807215,,,,,127,CS2020,,,,,,62,,,
1807551,,,,,127,CS2020,,,,,,60,,,
1806571,,,,,127,CS2020,,,,,,60,,,
1807253,,,,,127,CS2020,,,,,,60,,,
1806256,,,,,127,CS2020,,,,,,60,,,
1807161,,,,,127,CS2020,,,,,,60,,,
1807379,,,,,127,CS2020,,,,,,60,,,
1807380,,,,,127,CS2020,,,,,,60,,,
1806490,,,,,127,CS2020,,,,,,60,,,
1806887,,,,,127,CS2020,,,,,,60,,,
1807435,,,,,127,CS2020,,,,,,60,,,
1806515,,,,,127,CS2020,,,,,,60,,,
1807283,,,,,127,CS2020,,,,,,60,,,
1807446,,,,,127,CS2020,,,,,,60,,,
1807160,,,,,127,CS2020,,,,,,60,,,
1807288,,,,,127,CS2020,,,,,,60,,,
1807336,,,,,127,CS2020,,,,,,60,,,
1806421,,,,,127,CS2020,,,,,,60,,,
1807396,,,,,127,CS2020,,,,,,60,,,
1807231,,,,,127,CS2020,,,,,,60,,,
1807203,,,,,127,CS2020,,,,,,60,,,
1807171,,,,,127,CS2020,,,,,,60,,,
1806859,,,,,127,CS2020,,,,,,60,,,
1807247,,,,,127,CS2020,,,,,,60,,,
1806507,,,,,127,CS2020,,,,,,60,,,
1807146,,,,,127,CS2020,,,,,,60,,,
1807194,,,,,127,CS2020,,,,,,60,,,
1806524,,,,,127,CS2020,,,,,,60,,,
1806915,,,,,127,CS2020,,,,,,60,,,
1806878,,,,,127,CS2020,,,,,,58,,,
1807392,,,,,127,CS2020,,,,,,58,,,
1806346,,,,,127,CS2020,,,,,,58,,,
1807285,,,,,127,CS2020,,,,,,58,,,
1806563,,,,,127,CS2020,,,,,,58,,,
1807158,,,,,127,CS2020,,,,,,58,,,
1807422,,,,,127,CS2020,,,,,,58,,,
1807256,,,,,127,CS2020,,,,,,58,,,
1807259,,,,,127,CS2020,,,,,,58,,,
1807307,,,,,127,CS2020,,,,,,58,,,
1806898,,,,,127,CS2020,,,,,,58,,,
1807190,,,,,127,CS2020,,,,,,58,,,
1806496,,,,,127,CS2020,,,,,,58,,,
1806574,,,,,127,CS2020,,,,,,58,,,
1807286,,,,,127,CS2020,,,,,,58,,,
1807390,,,,,127,CS2020,,,,,,58,,,
1807436,,,,,127,CS2020,,,,,,58,,,
1806405,,,,,127,CS2020,,,,,,58,,,
1806483,,,,,127,CS2020,,,,,,58,,,
1807237,,,,,127,CS2020,,,,,,58,,,
1806272,,,,,127,CS2020,,,,,,58,,,
1807426,,,,,127,CS2020,,,,,,58,,,
1807206,,,,,127,CS2020,,,,,,58,,,
1806368,,,,,127,CS2020,,,,,,58,,,
1807251,,,,,127,CS2020,,,,,,56,,,
1807282,,,,,127,CS2020,,,,,,56,,,
1806877,,,,,127,CS2020,,,,,,56,,,
1806402,,,,,127,CS2020,,,,,,56,,,
1807415,,,,,127,CS2020,,,,,,56,,,
1807144,,,,,127,CS2020,,,,,,56,,,
1806295,,,,,127,CS2020,,,,,,56,,,
1806893,,,,,127,CS2020,,,,,,56,,,
1807310,,,,,127,CS2020,,,,,,56,,,
1806564,,,,,127,CS2020,,,,,,56,,,
1807162,,,,,127,CS2020,,,,,,56,,,
1807276,,,,,127,CS2020,,,,,,56,,,
1807281,,,,,127,CS2020,,,,,,56,,,
1807167,,,,,127,CS2020,,,,,,56,,,
1807342,,,,,127,CS2020,,,,,,56,,,
1807419,,,,,127,CS2020,,,,,,56,,,
1806858,,,,,127,CS2020,,,,,,56,,,
1807412,,,,,127,CS2020,,,,,,56,,,
1806355,,,,,127,CS2020,,,,,,56,,,
1807424,,,,,127,CS2020,,,,,,56,,,
1806424,,,,,127,CS2020,,,,,,56,,,
1806519,,,,,127,CS2020,,,,,,54,,,
1807236,,,,,127,CS2020,,,,,,54,,,
1806431,,,,,127,CS2020,,,,,,54,,,
1806322,,,,,127,CS2020,,,,,,54,,,
1807278,,,,,127,CS2020,,,,,,54,,,
1807314,,,,,127,CS2020,,,,,,54,,,
1806316,,,,,127,CS2020,,,,,,54,,,
1807182,,,,,127,CS2020,,,,,,54,,,
1807263,,,,,127,CS2020,,,,,,54,,,
1806469,,,,,127,CS2020,,,,,,54,,,
1806584,,,,,127,CS2020,,,,,,54,,,
1807329,,,,,127,CS2020,,,,,,54,,,
1807187,,,,,127,CS2020,,,,,,52,,,
1807255,,,,,127,CS2020,,,,,,52,,,
1807437,,,,,127,CS2020,,,,,,52,,,
1806364,,,,,127,CS2020,,,,,,52,,,
1807372,,,,,127,CS2020,,,,,,52,,,
1806902,,,,,127,CS2020,,,,,,52,,,
1807438,,,,,127,CS2020,,,,,,52,,,
1807279,,,,,127,CS2020,,,,,,52,,,
1807346,,,,,127,CS2020,,,,,,52,,,
1807402,,,,,127,CS2020,,,,,,50,,,
1807552,,,,,127,CS2020,,,,,,50,,,
1807297,,,,,127,CS2020,,,,,,50,,,
1806311,,,,,127,CS2020,,,,,,50,,,
1807374,,,,,127,CS2020,,,,,,50,,,
1807309,,,,,127,CS2020,,,,,,50,,,
1807239,,,,,127,CS2020,,,,,,50,,,
1806583,,,,,127,CS2020,,,,,,50,,,
1807377,,,,,127,CS2020,,,,,,50,,,
1806913,,,,,127,CS2020,,,,,,50,,,
1806471,,,,,127,CS2020,,,,,,48,,,
1806499,,,,,127,CS2020,,,,,,48,,,
1807409,,,,,127,CS2020,,,,,,48,,,
