CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,sub_Verbal Ability,sub_Current Affairs,sub_General Science,sub_Numerical Ability,sub_Social Science,Total,Test Rank,Group Rank,Percentage
1806743,,,,,150,JS 2020,25,5,0,0,5,80,,,
1807080,,,,,150,JS 2020,45,25,5,-5,10,54,,,
1807010,,,,,150,JS 2020,0,15,0,-4,0,32,,,
1806988,,,,,150,JS 2020,,,,,,58,,,
1806645,,,,,150,JS 2020,,,,,,52,,,
1807102,,,,,150,JS 2020,,,,,,70,,,
1806934,,,,,150,JS 2020,,,,,,68,,,
1806681,,,,,150,JS 2020,,,,,,54,,,
1807017,,,,,150,JS 2020,,,,,,76,,,
1806872,,,,,150,JS 2020,,,,,,68,,,
1806820,,,,,150,JS 2020,,,,,,76,,,
1806735,,,,,150,JS 2020,,,,,,64,,,
1806790,,,,,150,JS 2020,,,,,,54,,,
1806787,,,,,150,JS 2020,,,,,,52,,,
1806539,,,,,150,JS 2020,,,,,,62,,,
1807100,,,,,150,JS 2020,,,,,,58,,,
1806384,,,,,150,JS 2020,,,,,,60,,,
1806683,,,,,150,JS 2020,,,,,,52,,,
1807059,,,,,150,JS 2020,,,,,,38,,,
1806684,,,,,150,JS 2020,,,,,,34,,,
1806675,,,,,150,JS 2020,,,,,,60,,,
1806603,,,,,150,JS 2020,,,,,,72,,,
1806626,,,,,150,JS 2020,,,,,,64,,,
1806947,,,,,150,JS 2020,,,,,,42,,,
1806649,,,,,150,JS 2020,,,,,,32,,,
1806323,,,,,150,JS 2020,,,,,,58,,,
1806685,,,,,150,JS 2020,,,,,,38,,,
1806970,,,,,150,JS 2020,,,,,,42,,,
1807085,,,,,150,JS 2020,,,,,,70,,,
1807127,,,,,150,JS 2020,,,,,,42,,,
1806380,,,,,150,JS 2020,,,,,,46,,,
1806687,,,,,150,JS 2020,,,,,,42,,,
1806940,,,,,150,JS 2020,,,,,,48,,,
1806765,,,,,150,JS 2020,,,,,,34,,,
1806960,,,,,150,JS 2020,,,,,,58,,,
1806979,,,,,150,JS 2020,,,,,,48,,,
1807044,,,,,150,JS 2020,,,,,,56,,,
1806382,,,,,150,JS 2020,,,,,,60,,,
1806811,,,,,150,JS 2020,,,,,,56,,,
1807026,,,,,150,JS 2020,,,,,,34,,,
1806331,,,,,150,JS 2020,,,,,,68,,,
1807090,,,,,150,JS 2020,,,,,,56,,,
1807136,,,,,150,JS 2020,,,,,,22,,,
1806329,,,,,150,JS 2020,,,,,,52,,,
1806555,,,,,150,JS 2020,,,,,,52,,,
1806782,,,,,150,JS 2020,,,,,,58,,,
1807067,,,,,150,JS 2020,,,,,,68,,,
1807128,,,,,150,JS 2020,,,,,,44,,,
1806688,,,,,150,JS 2020,,,,,,58,,,
1807152,,,,,150,JS 2020,,,,,,56,,,
1806976,,,,,150,JS 2020,,,,,,64,,,
1807143,,,,,150,JS 2020,,,,,,52,,,
1807140,,,,,150,JS 2020,,,,,,34,,,
1806258,,,,,150,JS 2020,,,,,,70,,,
1806778,,,,,150,JS 2020,,,,,,30,,,
1806978,,,,,150,JS 2020,,,,,,38,,,
1807145,,,,,150,JS 2020,,,,,,66,,,
1806722,,,,,150,JS 2020,,,,,,38,,,
1806928,,,,,150,JS 2020,,,,,,28,,,
