CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,sub_Verbal Ability,sub_Current Affairs,sub_General Science,sub_Numerical Ability,sub_Social Science,Total,Test Rank,Group Rank,Percentage
1806269,,,,,127,CS2020,,,,,,78,,,92.5
1806568,,,,,127,CS2020,,,,,,78,,,92.5
1807394,,,,,127,CS2020,,,,,,78,,,90
1807166,,,,,127,CS2020,,,,,,78,,,90
1806498,,,,,127,CS2020,,,,,,78,,,90
1806427,,,,,127,CS2020,,,,,,76,,,90
1807413,,,,,127,CS2020,,,,,,76,,,90
1806465,,,,,127,CS2020,,,,,,76,,,90
1807192,,,,,127,CS2020,,,,,,76,,,90
1806516,,,,,127,CS2020,,,,,,76,,,90
1807213,,,,,127,CS2020,,,,,,76,,,90
1806876,,,,,127,CS2020,,,,,,76,,,90
1807378,,,,,127,CS2020,,,,,,74,,,90
1807181,,,,,127,CS2020,,,,,,74,,,90
1807228,,,,,127,CS2020,,,,,,74,,,90
1807417,,,,,127,CS2020,,,,,,74,,,90
1807207,,,,,127,CS2020,,,,,,74,,,90
1806430,,,,,127,CS2020,,,,,,74,,,90
1806459,,,,,127,CS2020,,,,,,74,,,90
1807367,,,,,127,CS2020,,,,,,74,,,90
1807434,,,,,127,CS2020,,,,,,74,,,90
1807430,,,,,127,CS2020,,,,,,74,,,90
1807441,,,,,127,CS2020,,,,,,74,,,87.5
1807554,,,,,127,CS2020,,,,,,74,,,87.5
1807249,,,,,127,CS2020,,,,,,74,,,87.5
1806488,,,,,127,CS2020,,,,,,74,,,87.5
1806435,,,,,127,CS2020,,,,,,74,,,87.5
1807211,,,,,127,CS2020,,,,,,74,,,87.5
1806450,,,,,127,CS2020,,,,,,72,,,87.5
1806448,,,,,127,CS2020,,,,,,72,,,87.5
1807410,,,,,127,CS2020,,,,,,72,,,87.5
1806860,,,,,127,CS2020,,,,,,72,,,87.5
1807220,,,,,127,CS2020,,,,,,72,,,87.5
1806330,,,,,127,CS2020,,,,,,72,,,87.5
1807234,,,,,127,CS2020,,,,,,72,,,87.5
1807188,,,,,127,CS2020,,,,,,72,,,87.5
1807395,,,,,127,CS2020,,,,,,72,,,87.5
1807214,,,,,127,CS2020,,,,,,72,,,87.5
1806372,,,,,127,CS2020,,,,,,72,,,87.5
1806452,,,,,127,CS2020,,,,,,72,,,87.5
1806453,,,,,127,CS2020,,,,,,72,,,87.5
1807217,,,,,127,CS2020,,,,,,72,,,85
1807308,,,,,127,CS2020,,,,,,72,,,85
1807317,,,,,127,CS2020,,,,,,72,,,85
1807244,,,,,127,CS2020,,,,,,72,,,85
1806909,,,,,127,CS2020,,,,,,72,,,85
1806569,,,,,127,CS2020,,,,,,72,,,85
1807444,,,,,127,CS2020,,,,,,72,,,85
1806443,,,,,127,CS2020,,,,,,70,,,85
1806339,,,,,127,CS2020,,,,,,70,,,85
1807252,,,,,127,CS2020,,,,,,70,,,85
1806464,,,,,127,CS2020,,,,,,70,,,85
1806374,,,,,127,CS2020,,,,,,70,,,85
1807439,,,,,127,CS2020,,,,,,70,,,85
1806449,,,,,127,CS2020,,,,,,70,,,85
1807383,,,,,127,CS2020,,,,,,70,,,85
1806476,,,,,127,CS2020,,,,,,70,,,85
1807258,,,,,127,CS2020,,,,,,70,,,85
1807355,,,,,127,CS2020,,,,,,70,,,85
1806504,,,,,127,CS2020,,,,,,70,,,85
1807254,,,,,127,CS2020,,,,,,70,,,85
1807431,,,,,127,CS2020,,,,,,70,,,85
1807195,,,,,127,CS2020,,,,,,70,,,85
1806526,,,,,127,CS2020,,,,,,70,,,85
1807312,,,,,127,CS2020,,,,,,70,,,85
1806433,,,,,127,CS2020,,,,,,70,,,85
1807150,,,,,127,CS2020,,,,,,70,,,85
1806506,,,,,127,CS2020,,,,,,68,,,85
1807157,,,,,127,CS2020,,,,,,68,,,85
1806863,,,,,127,CS2020,,,,,,68,,,85
1806862,,,,,127,CS2020,,,,,,68,,,82.5
